SKN,Name,Lat_DD,Lon_DD,ElevFT,Observer,UsedInRFA,NumMosRFAvg,DataSources,StationStatus,NumMos,MinYear,MaxYear,Changepoint
832.60,GAGE 34-MINK,21.47182932,-157.9355857,990,USGS,No,0,State,Discontinued,21,1957,1961,no
832.70,Gate House #1,21.46016367,-157.9672526,1010,KOA RIDGE FARMS,No,0,State,Discontinued,193,1960,1976,no
832.80,Main House,21.46433004,-157.9600303,1140,KOA RIDGE FARM,No,0,State,Discontinued,217,1960,1978,no
833.00,Kaha 18,21.496138,-157.969096,1382,US ARMY,Yes,12,"NCDC, State, State/NCDC",Discontinued,877,1914,1999,yes
834.00,Gage 7,21.42016518,-157.9589202,460,LIBBY,No,0,State,Discontinued,151,1947,1959,no
834.10,Field 3,21.42960936,-157.9661421,550,OAHU SUGAR,Yes,12,State,Discontinued,465,1919,1963,no
834.12,P Palisades,21.43377508,-157.9297533,1040,BURGAN BOB,No,0,State,Discontinued,51,1971,1975,no
834.13,Waiawa Cf*,21.44,-157.97,773,Hydronet,No,0,Hydronet,Current,192,1992,2008,no
834.20,Waiawa,21.4384979,-157.967253,675,LIBBY,Yes,7,State,Discontinued,364,1905,1940,no
834.30,Waimano 1,21.4251643,-157.9289202,1050,BWS,No,0,State,Discontinued,267,1950,1974,no
834.40,Waimano 2,21.43349684,-157.9005867,1200,BWS,No,0,State,Discontinued,38,1950,1954,no
834.50,WAIMANO 3,21.43682988,-157.89392,1280,BWS,No,0,State,Discontinued,38,1950,1954,no
834.60,Gage 15,21.43016448,-157.9472533,480,LIBBY,No,0,State,Discontinued,47,1926,1929,no
834.70,Adit 8,21.44516399,-157.9539196,730,OAHU SUGAR,Yes,10,State,Discontinued,549,1949,1995,no
834.80,Field 545,21.44488639,-157.9611418,800,OAHU SUGAR,No,0,State,Discontinued,215,1966,1983,no
834.90,Field 550,21.45099744,-157.9700305,800,OAHU SUGAR,No,0,State,Discontinued,37,1966,1969,no
835.00,Field 71,21.41488766,-157.9555869,430,OAHU SUGAR,No,0,State,Discontinued,235,1948,1967,no
835.10,Momilani,21.41016574,-157.9566981,325,KAINUMA C,No,0,State,Discontinued,38,1972,1977,no
835.20,Palisades*,21.42,-157.94,859,Hydronet,Yes,12,Hydronet,Current,214,1991,2008,no
836.00,Waiawa,21.45849624,-157.9239194,800,OAHU SUGAR,Yes,12,"NCDC, State, State/NCDC",Current,1038,1916,2007,no
836.10,Waipio 1,21.46849598,-157.9289192,1500,HSPA,No,0,State,Discontinued,223,1928,1947,no
837.00,Waiahole,21.47016136,-157.8833636,745,OAHU SUGAR,Yes,12,"NCDC, State, State/NCDC",Current,1051,1916,2007,no
837.20,Kaalaea,21.46627176,-157.8539196,120,HASHIMOTO K,No,0,State,Discontinued,14,1968,1969,no
837.30,Kahaluu Mauka,21.45071629,-157.8222538,20,HLYANE RICHARD,No,0,State,Discontinued,12,1967,1968,no
837.40,Heeia Fishpond,21.43377225,-157.8097541,20,L L (BUD) HENRY,No,0,State,Discontinued,290,1977,2002,no
837.50,Waihee 837.5,21.451,-157.85,110,NCDC,Yes,11,NCDC,Current,250,1986,2007,no
838.00,Kaneohe Ranch,21.37516321,-157.7789225,365,KANEOHE RANCH,Yes,10,"NCDC, State/NCDC",Discontinued,317,1944,1970,no
838.10,Kaneohe,21.42349474,-157.803921,60,DL AH YOU,Yes,11,"NCDC, State/NCDC",Current,605,1895,2007,no
838.20,Haiku Plantation,21.4232174,-157.8169763,110,GRANT STEMMERMANN,No,0,State,Discontinued,177,1968,1983,no
838.30,Heeia Waena,21.41932854,-157.8122543,100,WALKER RONALD L,Yes,8,State,Current,430,1968,2008,no
838.60,Holokuku,21.41738426,-157.8141987,280,COOK MRS P,No,0,State,Discontinued,54,1969,1975,no
838.70,Haw Loa College,21.37794094,-157.7822557,290,BOB WOOD,No,0,State,Discontinued,368,1970,2001,no
839.00,Kahaluu,21.43516228,-157.8522536,360,USGS,Yes,11,State,Discontinued,410,1936,1971,no
839.10,Ahuimanu,21.43349536,-157.8389205,350,HR MACFARLANE,No,0,State,Discontinued,284,1891,1914,no
839.11,Waihee Ridge,21.44405106,-157.8666977,574,USGS,No,0,State,Discontinued,210,1962,1988,no
839.12,Ahuimanu Loop*,21.43,-157.83,240,MITCHELL DON,Yes,11,"Hydronet, State",Current,351,1968,2008,no
839.13,Kalahaku,21.44571718,-157.8469757,200,N GREENER,No,0,State,Discontinued,107,1971,1980,no
839.14,Club View,21.43127326,-157.8397538,290,BORSUKIEWICZ D,No,0,State,Discontinued,86,1993,2000,no
839.20,Heeia,21.42738351,-157.8055875,50,US VY,Yes,9,"NCDC, State, State/NCDC",Discontinued,247,1906,1971,no
839.30,Haiku,21.40627416,-157.8294766,440,US NAVY,No,0,"State, USGS",Discontinued,557,1952,2004,no
839.60,Kahaluu Field 18,21.45904935,-157.8325312,20,LIBBY,No,0,State,Discontinued,31,1923,1925,no
839.70,Waihee-BWS,21.44682861,-157.8630866,280,BWS,Yes,7,State,Discontinued,219,1956,1975,no
839.80,Waihee Pump*,21.44,-157.85,211,USGS,Yes,12,Hydronet,Current,228,1962,2008,no
839.90,Waihee Stream,21.44599541,-157.8666976,520,USGS,No,0,State,Discontinued,214,1962,1988,no
840.00,Kaneohe MCAS,21.44404851,-157.7730876,10,USMC,Yes,12,State,Discontinued,167,1941,1958,no
840.10,Coconut Island,21.43321608,-157.7869766,15,UH MARINE LAB,Yes,12,"NCDC, State, State/NCDC",Current,552,1949,2007,no
841.00,Kawaihapai (20),21.57100512,-158.1866869,20,WAIALUA AG,Yes,12,"NCDC, State, State/NCDC",Discontinued,815,1930,2001,no
841.11,PFR-6,21.54488715,-158.1950263,2050,USGS,No,0,State,Discontinued,51,1962,1969,no
841.12,PFR-4,21.54599998,-158.1864143,1610,USGS,No,0,State,Discontinued,56,1962,1969,no
841.13,PFR-3,21.55433597,-158.1783567,1060,USGS,No,0,State,Discontinued,54,1962,1969,no
841.14,PFR-2,21.56017053,-158.1722446,360,USGS,No,0,State,Discontinued,55,1962,1969,no
841.15,PFR-1,21.5685045,-158.1752991,80,USGS,No,0,State,Discontinued,55,1962,1969,no
841.16,Camp Erdman,21.57877964,-158.2236287,10,WB,Yes,12,"NCDC, State/NCDC",Current,292,1981,2007,no
841.30,Kaena Point,21.56322317,-158.2430755,1240,LOCKHEED BALLISTIC,Yes,12,"NCDC, State, State/NCDC",Current,400,1964,2007,no
841.40,KP-5,21.57238571,-158.2669687,880,USGS,No,0,State,Discontinued,46,1962,1969,no
841.50,KP-4,21.5643345,-158.2464082,1200,USGS,No,0,State,Discontinued,46,1962,1969,no
841.60,KP-3,21.56155613,-158.2391876,1300,USGS,No,0,State,Discontinued,38,1963,1966,no
841.70,KP-2,21.55405464,-158.2383571,400,USGS,No,0,State,Discontinued,37,1962,1966,no
841.80,KP-1,21.54655329,-158.2391931,45,USGS,No,0,State,Discontinued,42,1962,1967,no
841.90,Bowman Cottage,21.57822372,-158.2316838,60,USGS,No,0,State,Discontinued,38,1963,1969,no
842.00,Makaha Mauka,21.50849987,-158.1722493,1350,CAPITAL INVESTMENT,Yes,4,"NCDC, State, State/NCDC",Discontinued,576,1912,1961,no
842.10,Makaha,21.50166667,-158.1802778,939,USGS,Yes,12,AlanMair,Current,591,1959,2008,no
842.20,PFR-5,21.53238928,-158.1808591,2190,USGS,No,0,State,Discontinued,47,1962,1966,no
842.30,PFR-7,21.5312785,-158.1778035,2050,USGS,No,0,State,Discontinued,27,1963,1966,no
842.40,KR-3,21.53127972,-158.1636362,1725,USGS,No,0,State,Discontinued,48,1962,1969,no
842.50,KR-4,21.52488988,-158.1689147,2190,USGS,No,0,State,Discontinued,47,1962,1969,no
842.60,KR-5,21.51683387,-158.1644708,2700,USGS,No,0,State,Discontinued,46,1962,1969,no
842.70,Makua Valley,21.52611111,-158.2041667,520,RAWS,Yes,11,RAWS,Current,85,1999,2008,no
842.80,Makua Range,21.52861111,-158.2261111,20,RAWS,Yes,3,RAWS,Current,66,2001,2009,no
842.90,Makua Ridge,21.54277778,-158.1988889,1750,RAWS,Yes,11,RAWS,Current,76,1999,2007,no
843.00,Gay 8 (80),21.57267039,-158.164466,80,WAIALUA AG,Yes,10,State,Discontinued,748,1925,1994,no
843.10,KR-1,21.55878144,-158.1505782,240,USGS,No,0,State,Discontinued,48,1962,1969,no
843.20,KR-2,21.54183677,-158.1600238,920,USGS,No,0,State,Discontinued,48,1962,1969,no
843.30,Dillingham Fld,21.57822697,-158.197241,5,HAWAII NAT GUARD,No,0,State,Discontinued,20,1968,1969,no
843.50,Mokuleia,21.58100067,-158.1486336,10,GW TEWKSBURY,No,0,State,Discontinued,60,1970,1975,no
843.70,Dillingham,21.57194444,-158.1986111,102,RAWS,No,0,RAWS,Current,52,2004,2009,no
844.00,Mount Kaala,21.50777778,-158.1425,4015,FAA,Yes,12,"AlanMair, State",Current,702,1932,2008,no
844.20,KR-7,21.50822256,-158.1480826,3965,USGS,No,0,State,Discontinued,47,1962,1969,no
844.30,KR-6,21.51100038,-158.1561379,3200,USGS,No,0,State,Discontinued,5,1962,1963,no
844.40,KR-8,21.50711144,-158.1419717,3960,USGS,No,0,State,Discontinued,45,1963,1969,no
845.00,Gay 10,21.57183439,-158.1444677,20,USGS,Yes,12,State,Discontinued,482,1948,1994,no
846.00,Ranch,21.55516735,-158.1372466,190,WAIALUA AG,Yes,12,State,Discontinued,728,1926,1994,no
847.00,Waialua*,21.57,-158.12,32,WAIALUA AG,Yes,8,"Hydronet, NCDC, State/NCDC",Discontinued,1195,1901,2003,no
848.00,Puu Iki,21.53849697,-158.1222493,1040,KAHUA RANCH,Yes,10,State,Discontinued,382,1952,1984,no
849.00,Keeaumoku,21.55349553,-158.1205825,90,KAHUA RANCH,Yes,10,State,Discontinued,381,1952,1984,no
850.00,Valley 2,21.55849491,-158.1166936,45,WAIALUA AG,Yes,10,State,Discontinued,637,1935,1994,no
851.00,Kemoo 3,21.55516096,-158.1039161,285,WAIALUA AG,Yes,10,State,Discontinued,660,1934,1994,no
852.00,Helemano 4,21.5648825,-158.1005825,180,WAIALUA AG,Yes,11,State,Discontinued,651,1935,1994,no
853.00,Helemano 7,21.55182733,-158.0889163,520,WAIALUA AG,Yes,11,State,Discontinued,687,1931,1994,no
854.00,Helemano 9,21.57515959,-158.0855823,310,WAIALUA AG,Yes,11,State,Discontinued,615,1934,1986,no
855.00,Kemoo 9,21.5384949,-158.0855832,730,WAIALUA AG,Yes,12,"NCDC, State, State/NCDC",Discontinued,826,1925,2000,no
855.10,Waialua Ranch,21.54016191,-158.1022497,160,HAWAIIAN PINE,No,0,State,Discontinued,52,1945,1949,no
855.20,Waialua,21.53849494,-158.0889166,680,HAES,No,0,State,Discontinued,160,1938,1959,no
855.30,Poamoho Exp Farm*,21.54,-158.09,722,Hydronet,No,0,Hydronet,Current,212,1991,2008,no
856.00,Helemano 6,21.56432672,-158.0828049,470,WAIALUA AG,Yes,10,State,Discontinued,656,1934,1994,no
856.10,Burma Road,21.55377143,-158.0514167,0,DOLE CORP,No,0,State,Discontinued,234,1965,1986,no
857.00,Field 208,21.5234958,-158.073917,920,DEL MONTE,Yes,11,State,Discontinued,521,1934,1999,no
857.10,Maili Point,21.51016587,-158.1039169,1600,HSPA,Yes,12,State,Discontinued,124,1930,1942,no
857.20,Field 5  McCart,21.51460847,-158.086417,960,USGS,No,0,State,Discontinued,36,1963,1969,no
857.40,Schofield Firebreak,21.50861111,-158.1147222,1138,RAWS,No,0,RAWS,Current,88,2001,2009,no
858.00,Schofield Barracks,21.495,-158.0819444,980,RAWS,No,0,RAWS,Current,100,1999,2009,no
859.00,Field 201,21.51016299,-158.0589175,860,CPC,Yes,11,State,Discontinued,376,1937,1968,no
860.00,Brodie 4,21.54682743,-158.0589167,800,HAWAIIAN PINE,Yes,11,State,Discontinued,600,1924,1985,no
860.10,Brodie 4 Fld 83,21.54682748,-158.0639166,800,HAWAIIAN PINE,No,0,State,Discontinued,120,1927,1936,no
860.20,Brodie 4 Fld 75A,21.54682731,-158.0472503,800,HAWAIIAN PINE,No,0,State,Discontinued,84,1930,1936,no
860.30,Brodie 2 Fld 84,21.5384944,-158.0455837,960,HAWAIIAN PINE,No,0,State,Discontinued,120,1927,1936,no
860.40,Field 4447-48,21.54210567,-158.0747499,820,PRI THORNE,No,0,State,Discontinued,5,1949,1949,no
861.00,Opaeula 17,21.5768259,-158.0589159,690,WAIALUA AG,Yes,12,State,Discontinued,709,1929,1994,no
862.00,Kemoo Camp,21.52182884,-158.0555839,850,HAWAIIAN PINE,Yes,12,State,Discontinued,579,1924,1972,no
863.00,Wahiawa Dam,21.49682981,-158.0494733,855,WAIALUA AG,Yes,9,"NCDC, State, State/NCDC",Discontinued,967,1905,1986,no
863.10,Area BB,21.48850378,-158.0972509,1160,US ARMY,Yes,9,State,Discontinued,423,1945,1980,no
864.00,Opaeula,21.57515912,-158.0422495,880,HAWAIIAN PINE,Yes,8,State,Discontinued,679,1927,1994,no
865.00,Poamoho,21.51627326,-158.0439175,940,CPC,Yes,10,State,Discontinued,886,1923,1999,no
865.10,Helemano,21.51682852,-158.027251,890,HAES,No,0,State,Discontinued,21,1950,1952,no
865.20,Dm Field 204,21.50988437,-158.0214178,960,DEL MONTE,No,0,State,Discontinued,347,1970,1999,no
866.00,Brodie 2,21.52516165,-158.0389174,980,HAWAIIAN PINE,Yes,12,State,Discontinued,680,1926,1983,no
867.00,Waialua Camp,21.56654833,-158.0347498,1000,HAWAIIAN PINE,Yes,12,State,Discontinued,579,1924,1972,no
867.10,Pri Opaeula,21.56849235,-158.0089167,1285,PRI,No,0,State,Discontinued,101,1939,1949,no
867.20,Opaeula 26,21.56849241,-158.01475,275,WAIALUA AG,No,0,State,Discontinued,98,1965,1993,no
867.30,Helemano 23 #3,21.56099276,-158.0091946,1320,WAIALUA AG,No,0,State,Discontinued,113,1961,1971,no
867.40,Helemano 23 #4,21.55904833,-158.0005837,1390,WAIALUA AG,No,0,State,Discontinued,261,1962,1985,no
867.60,Helemano 23 #2,21.56182617,-158.0219723,1200,WAIALUA AG,No,0,State,Discontinued,85,1964,1971,no
867.70,Fld 4707 (Dole),21.56515952,-158.0350277,1020,SCS-ARS,No,0,State,Discontinued,46,1972,1975,no
868.00,Opaeula 26 Bot,21.57738113,-158.0350273,900,WAIALUA AG,No,0,State,Discontinued,64,1965,1970,no
869.00,Kawailoa Training Area,21.58722222,-158.0130556,1274,RAWS,No,0,RAWS,Discontinued,23,2004,2006,no
870.00,Opaeula (1060),21.5698814,-158.0278054,1060,WAIALUA AG,Yes,10,"NCDC, State, State/NCDC",Current,1150,1902,2007,no
871.00,Helemano Reserv,21.52682805,-158.0289175,1030,WAIALUA AG,Yes,11,"NCDC, State, State/NCDC",Discontinued,831,1918,1994,no
872.00,Wahiawa,21.50182927,-158.0255845,920,CPC,Yes,10,"NCDC, State, State/NCDC",Discontinued,768,1900,1965,yes
873.00,Kaukonahua(1000),21.51682841,-158.0166955,1000,HAWAIIAN PINE,Yes,11,State,Discontinued,487,1924,1965,no
873.10,Whitmore,21.50849554,-158.0205845,990,HAWAIIAN PINE,Yes,10,State,Discontinued,522,1948,1991,no
874.00,Wahiawa Office,21.50016268,-158.0239179,920,HAWAIIAN PINE,No,0,State,Discontinued,243,1943,1964,no
874.10,Wahiawa Bot Gar,21.50182919,-158.0166957,965,MIYASHIRO T,Yes,10,State,Discontinued,348,1927,1957,no
874.30,Upper Wahiawa,21.50849545,-158.0089181,1115,RUTHERFORD WB,Yes,8,"NCDC, State, State/NCDC",Current,570,1954,2007,no
874.40,Pri-Eames,21.50849544,-158.0072514,1130,PRI I KERN,No,0,State,Discontinued,84,1955,1966,no
874.50,Kemoo-Pri,21.5051625,-158.0328067,920,PRI,No,0,State,Discontinued,127,1937,1949,no
875.00,Helemano,21.5334942,-158.0105842,1160,HAWAIIAN PINE,Yes,11,State,Discontinued,558,1927,1973,no
875.10,Kaukonahua Mauka,21.53293861,-158.0005844,1255,HAWAIIAN PINE,Yes,9,State,Discontinued,372,1937,1968,yes
875.20,Helemano Fld 24B,21.53516069,-157.9955844,1320,HAWAIIAN PINE,No,0,State,Discontinued,45,1927,1930,no
875.30,Helemano Fld,21.54682688,-158.0139173,1100,HAWAIIAN PINE,No,0,State,Discontinued,62,1931,1936,no
876.00,Waialua Mauka,21.548073,-158.011695,1250,HAWAIIAN PINE,Yes,12,State,Discontinued,502,1926,1968,no
877.00,Kamananui Intake,21.5801583,-158.0039164,760,WAIALUA AG,Yes,11,State,Discontinued,441,1932,1968,no
877.10,Wahiawa-Navy,21.51682834,-158.0050291,1170,US NAVY,No,0,State,Discontinued,189,1944,1959,no
877.30,Kaukonahua Fld,21.51349512,-157.9972515,1200,HAWAIIAN PINE,No,0,State,Discontinued,65,1927,1933,no
877.40,Helemano,21.51349512,-157.9972515,1300,PRI,No,0,State,Discontinued,4,1948,1948,no
877.50,Helemano Mauka,21.54349361,-157.9989175,1310,PRI,No,0,State,Discontinued,80,1948,1959,no
877.60,Pri Helemano,21.54349366,-158.005584,1220,PRI,No,0,State,Discontinued,16,1965,1967,no
878.00,Last Tunnel Out,21.51627262,-157.9772515,1170,WAHIAWA WATER CO,Yes,5,State,Discontinued,492,1906,1953,no
879.00,POAMOHO TUNNEL,21.51849477,-157.9805848,1430,WAIALUA AG,No,0,State,Discontinued,216,1930,1949,no
880.00,Kawai Iki,21.56849214,-157.9872501,1180,WAIALUA AG,Yes,11,"NCDC, State, State/NCDC",Discontinued,621,1903,1954,no
880.10,Canon Dam,21.49849524,-157.9439186,1180,US ARMY,Yes,8,State,Discontinued,326,1930,1957,no
880.20,Kawai Iki Intake 880.2,21.567,-157.983,1263,WAIALUA AG,No,0,State,Discontinued,202,1954,1973,no
881.00,Helemano Intake,21.53849387,-157.9911398,1275,WAIALUA AG,Yes,10,"NCDC, State, State/NCDC",Discontinued,735,1918,1979,no
881.10,N FORK KAUKONA,21.51627234,-157.9439182,1250,USGS,No,0,State,Discontinued,86,1941,1953,no
881.30,Opaeula 1,21.55377063,-157.9622506,1850,HSPA,No,0,State,Discontinued,145,1928,1941,no
882.00,Wahiawa Mauka,21.5134947,-157.9455849,1210,WAIALUA AG,No,0,"NCDC, State, State/NCDC",Discontinued,616,1906,1958,no
882.10,N Fork,21.5134947,-157.9455849,1150,USGS,No,0,State,Discontinued,188,1931,1953,no
882.20,Wahiawa Wci,21.53016066,-157.9472512,1200,USGS,No,0,State,Discontinued,89,1914,1921,no
882.30,Poamoho #3,21.5315495,-157.950029,1884,USGS,No,0,State,Discontinued,113,1967,1988,no
882.40,Poamoho No. 2,21.53341667,-157.9366944,1960,USGS,Yes,12,USGS,Current,428,1967,2009,no
883.00,Kahana-O Sugar,21.51154946,-157.8986405,800,OAHU SUGAR,Yes,12,"NCDC, State, State/NCDC",Current,1025,1916,2007,no
883.10,Marsh,21.53182696,-157.9222512,2580,HSPA,No,0,State,Discontinued,194,1931,1947,no
883.11,Opaeula 2,21.55849224,-157.9239173,2800,HSPA,No,0,State,Discontinued,72,1939,1944,no
883.12,Poamoho No. 1,21.53386111,-157.9213889,2480,USGS,No,0,"State, USGS, USGS/State",Current,431,1967,2009,no
883.20,Kaipapau,21.5818243,-157.9422499,2500,HSPA,No,0,State,Discontinued,160,1931,1944,no
883.30,Malaekahana,21.59682348,-157.958916,2120,HSPA,Yes,11,State,Discontinued,122,1932,1942,no
883.40,Upper Marsh,21.5301603,-157.9194734,2440,WAIALUA AG,No,0,State,Discontinued,101,1949,1957,no
883.50,Lower Marsh,21.53293799,-157.9208623,2520,WAIALUA AG,No,0,State,Discontinued,91,1950,1957,no
883.80,Kahana,21.55515688,-157.8789176,10,Z IGUSHI,No,0,State,Discontinued,69,1916,1923,no
883.90,Opaeula,21.54515957,-157.9189176,2750,HSPA,No,0,State,Discontinued,127,1928,1938,no
884.00,Punaluu,21.576406,-157.89083,20,KAHUKU PLANT,Yes,11,"NCDC, State, State/NCDC",Discontinued,625,1913,1971,yes
884.10,Punaluu Valley,21.5584917,-157.9039174,300,USGS,No,0,State,Discontinued,37,1915,1918,no
884.20,Punaluu Str #2,21.55876931,-157.8989174,212,USGS,No,0,State,Discontinued,30,1967,1970,no
884.30,Punaluu #1,21.53599288,-157.9014178,750,USGS,No,0,State,Discontinued,142,1967,1988,no
884.40,Punaluu,21.55644444,-157.899,240,USGS,No,0,USGS,Current,63,2003,2009,no
885.00,Waikane,21.50016055,-157.8872519,800,OAHU SUGAR,Yes,12,"NCDC, State, State/NCDC",Discontinued,794,1916,1982,no
885.10,Kaaawa Mauka,21.52515802,-157.8572517,160,KUALOA RANCH,No,0,State,Discontinued,152,1948,1960,no
885.20,Waipio,21.47682837,-157.9005856,2190,HSPA,Yes,12,State,Discontinued,232,1928,1947,no
885.30,Waianae Uka 2,21.5068276,-157.9072517,2350,HSPA,No,0,State,Discontinued,216,1928,1946,no
885.40,Waianae Uka 3,21.50682748,-157.9022517,2100,HSPA,No,0,State,Discontinued,104,1933,1941,no
885.50,Kaaawa-HSPA,21.52821311,-157.8553073,75,HSPA,No,0,State,Discontinued,68,1967,1974,no
885.70,Oahu Forest Nwr,21.49944444,-157.9002778,2293,RAWS,No,0,RAWS,Current,29,2006,2009,no
886.00,Kahana 27,21.52016048,-157.9072514,800,OAHU SUGAR,Yes,12,State,Discontinued,701,1923,1982,yes
886.10,Hakipuu,21.5084922,-157.8555853,45,KUALOA RANCH,No,0,State,Discontinued,154,1948,1960,no
886.20,Kaaawa,21.53848826,-157.8422515,10,KUALOA RANCH,Yes,12,State,Discontinued,176,1948,1974,no
886.30,Kualoa,21.5201567,-157.837252,20,KUALOA RANCH,Yes,12,State,Discontinued,262,1926,1954,no
886.40,Kahana Stream,21.54041667,-157.8825556,95,USGS,Yes,11,"State, USGS",Current,466,1959,2009,no
886.60,Waikane System,21.49682633,-157.8622521,75,USGS,No,0,USGS,Current,378,1960,2007,no
886.70,Waiahole Stream,21.47182752,-157.8705858,240,USGS,No,0,State,Discontinued,92,1960,1968,no
886.80,Hakipuu Mauka*,21.5,-157.86,124,RILEY W,Yes,12,"Hydronet, State",Current,365,1960,2008,no
887.00,Opaeula 2,21.58515949,-158.0972488,110,WAIALUA AG,Yes,12,State,Discontinued,649,1934,1994,no
888.00,Opaeula 3,21.58349267,-158.0872488,245,WAIALUA AG,Yes,9,State,Discontinued,445,1948,1992,no
888.10,Opaeula,21.5834924,-158.0739154,430,WAIALUA AG,No,0,State,Discontinued,118,1960,1970,no
889.00,Anahulu River,21.586548,-158.0822487,205,USGS,No,0,State,Discontinued,45,1967,1971,no
890.00,Kawailoa 4,21.606825,-158.0855815,170,WAIALUA AG,Yes,12,"NCDC, State, State/NCDC",Discontinued,831,1916,1994,no
891.00,Kawailoa 8,21.610158,-158.0705815,320,WAIALUA AG,Yes,10,State,Discontinued,651,1934,1994,no
892.00,Waimea 3,21.62515733,-158.0589148,420,WAIALUA AG,Yes,9,"NCDC, State, State/NCDC",Discontinued,879,1915,1994,no
892.10,Kawailoa Kai,21.62987897,-158.0719699,15,R R ROBERTS,No,0,State,Discontinued,297,1976,2000,no
892.20,Waimea Arboretum 892.2,21.638859,-158.058759,25,NCDC / WB,Yes,7,NCDC,Current,291,1983,2007,no
893.00,Kawailoa 15,21.60849129,-158.0572485,520,WAIALUA AG,Yes,9,State,Discontinued,626,1935,1994,no
894.00,Kawailoa 19,21.59321398,-158.0555821,660,WAIALUA AG,Yes,12,State,Discontinued,512,1945,1994,no
894.10,Kawailoa Forest,21.58682535,-158.0505823,710,WAIALUA AG,Yes,11,State,Discontinued,669,1929,1985,no
894.20,Kawailoa 20 Mak,21.59265808,-158.0305824,840,WAIALUA AG,Yes,9,State,Discontinued,262,1960,1992,no
894.30,Kawailoa 20 Mau,21.59182467,-158.0239159,1130,WAIALUA AG,No,0,State,Discontinued,232,1960,1985,no
895.00,Waimea-H Pine,21.6129356,-158.0539152,565,HAWAIIAN PINE,Yes,8,State,Discontinued,314,1924,1959,no
896.00,Pupukea Farm,21.64515601,-158.0422477,670,HSPA,No,0,State,Discontinued,164,1932,1948,no
896.10,Pupukea,21.64348945,-158.050581,520,LIBBY,Yes,9,"NCDC, State/NCDC",Discontinued,330,1906,1936,no
896.20,Paumalu Camp,21.66765423,-158.0328026,440,HAWAIIAN PINE,Yes,9,State,Discontinued,151,1924,1949,no
896.30,Waialee Livstok,21.68709671,-158.0222465,33,UH LIVESTOCK FAR,Yes,12,State,Discontinued,182,1964,1979,no
896.40,Pupukea Hts,21.64126692,-158.0294701,900,WHEELER JACK,No,0,State,Discontinued,134,1968,1983,no
896.60,Sunset Beach,21.67626349,-158.0389133,0,V VALATINE,No,0,State,Discontinued,66,1969,1974,no
896.70,Kanalani-Pupukea,21.64293373,-158.0364145,750,R T MCDONALD,No,0,State,Discontinued,141,1974,1986,no
896.80,Pupukea,21.64515565,-158.0308588,540,M LARSON,Yes,11,State,Discontinued,391,1969,2002,no
897.00,Waimea Mauka,21.61349052,-158.0289153,920,HAWAIIAN PINE,Yes,12,State,Discontinued,437,1926,1994,no
897.10,Kamananui Stream,21.62043425,-158.0150263,590,USGS,No,0,"State, USGS",Discontinued,320,1963,2003,no
897.11,Kamananui,21.62238889,-158.0143056,720,USGS,No,0,USGS,Current,60,2003,2009,no
897.20,Waimea 25 #1,21.61071319,-158.0403042,791,WAIALUA AG,No,0,State,Discontinued,103,1962,1971,no
897.30,Waimea 25 #2,21.60626852,-158.0266932,990,WAIALUA AG,No,0,State,Discontinued,217,1962,1985,no
897.40,Waimea #3,21.61349052,-158.0289153,950,WAIALUA AG,No,0,State,Discontinued,103,1962,1971,no
897.50,Kawailoa 22 #1,21.60043549,-158.0291933,1000,WAIALUA AG,No,0,State,Discontinued,16,1961,1963,no
897.60,Kawailoa 22 #2,21.60154674,-158.0375266,820,WAIALUA AG,No,0,State,Discontinued,16,1961,1963,no
897.70,Kawailoa 22 #3,21.60599119,-158.043082,760,WAIALUA AG,No,0,State,Discontinued,206,1962,1982,no
897.80,Kawailoa 21,21.59904639,-158.0164158,1160,WAIALUA AG,No,0,State,Discontinued,129,1960,1971,no
897.90,Pupukea Rd,21.59902778,-158.0169167,1160,USGS,Yes,8,"State, USGS",Current,443,1967,2009,no
898.00,Pupukea 1,21.63682205,-158.0022481,1090,KAHUKU PLANT,Yes,12,State,Discontinued,309,1928,1961,no
898.10,Anahulu,21.59182388,-157.9705828,1940,HSPA,No,0,State,Discontinued,79,1935,1942,no
898.20,Waimea,21.61015665,-158.0022488,1250,HSPA,No,0,State,Discontinued,109,1928,1937,no
898.30,Kaiwikoele Str,21.61210144,-158.0203043,730,USGS,No,0,State,Discontinued,44,1968,1971,no
899.00,Pupukea 2,21.62682208,-157.9789151,1820,KAHUKU PLANT,Yes,12,State,Discontinued,151,1931,1949,no
899.10,Dry Land Malaek,21.64515497,-157.9522481,290,KAHUKU PLANT,Yes,10,State,Discontinued,277,1947,1970,no
899.20,Pineapple Field,21.6601538,-157.9639144,370,KAHUKU PLANT,No,0,State,Discontinued,109,1947,1957,no
899.30,Malaekahana Str,21.63459959,-157.9622483,580,USGS,No,0,State,Discontinued,67,1963,1971,no
899.40,Laie Dry Land,21.65126564,-157.9483591,400,KAHUKU PLANT,No,0,State,Discontinued,116,1961,1970,no
900.00,Malaekahana-CPC,21.66182024,-157.955581,190,CPC,Yes,8,State,Discontinued,455,1924,1962,no
901.00,Malaekahana,21.66181992,-157.9455811,20,KAHUKU PLANT,Yes,10,State,Discontinued,368,1941,1971,no
901.10,Malaekahana,21.66320708,-157.9339145,5,DR JL ARNOLD,No,0,State,Discontinued,96,1976,1983,no
